Hr.Stroke.LAABN,Hr.Stroke.C0,Hr.Stroke.C1,Hr.Stroke.C2,Hr.Stroke.C3,Hr.Stroke.C4,Hr.Bleed.lt75.Dab,Hr.Bleed.75over.Dab,Hr.Bleed.lt75.War,Hr.Bleed.75over.War,Hr.Bleed.lt75.Riv,Hr.Bleed.75over.Riv,Hr.Stroke.Dab,Hr.Stroke.War,Hr.Stroke.Riv,Prob.Death.stroke,Prob.DepState.stroke,Prob.IndState.stroke,Prob.Death.Bleed.Dab,Prob.Death.Bleed.War,Prob.Death.Bleed.Riv,Prob.Ich.Bleed.Dab,Prob.Ich.Bleed.War,Prob.Ich.Bleed.Riv,Prob.Nich.Bleed.Dab,Prob.Nich.Bleed.War,Prob.Nich.Bleed.Riv,Prob.Gos2.Ich,Prob.Gos3.Ich,Prob.Gos4.Ich,Prob.Gos5.Ich,Util.DepState.Stroke,Util.IndState.Stroke,Util.Gos2,Util.Gos3,Util.Gos4,Util.Gos5,Util.Nich,Cost.Death.Stroke,Cost.DepState.Inst,Cost.DepState.Cont,Cost.IndState.Inst,Cost.IndState.Cont,Cost.Gos2.Inst,Cost.Gos2.Cont,Cost.Gos3.Inst,Cost.Gos3.Cont,Cost.Gos4.Inst,Cost.Gos4.Cont,Cost.Gos5.Inst,Cost.Gos5.Cont,Cost.Death.Bleed,Cost.Nich,Cost.Dab,Cost.War,Cost.Riv,Sens,Spec,hrProp.C0,hrProp.C1,hrProp.CV0,hrProp.CV1
0.0822,0.01661061,0.025488954,0.037469584,0.055445236,0.079121432,0.023770039,0.052914427,0.030679934,0.043406366,0.035551187,0.042912987,0.22732079,0.267372854,0.225230185,0.258768511,0.538530165,0.202701323,0.117655393,0.117655393,0.117655393,0.118551931,0.118551931,0.118551931,0.763792676,0.763792676,0.763792676,0.127467089,0.130332408,0.088429211,0.653771292,0.481152206,0.820021509,0,0.221864675,0.63498287,0.894350088,0.995636581,5938.349251,2887.361221,6613.877376,546.774881,3077.890788,45236.84178,50105.27606,9708.098652,33890.67118,26639.23524,0,1279.461764,0,5938.349251,1305.918129,821.25,252.709144,767,0.919040373,0.352748258,0.08316123,0.195401718,0.008680744,0.055284978
0.0834,0.016613438,0.025491217,0.037473672,0.055450363,0.079156017,0.021835268,0.049607276,0.027915976,0.049607276,0.033157333,0.041790408,0.130857153,0.271375915,0.2740731,0.250974279,0.54670909,0.202316631,0.110710042,0.110710042,0.110710042,0.116434136,0.116434136,0.116434136,0.772855821,0.772855821,0.772855821,0.119127163,0.138820572,0.087383633,0.654668632,0.486133746,0.820944568,0,0.229800072,0.640223202,0.893187481,0.99909216,5039.450003,2879.977014,7102.727351,542.861899,3390.261683,46285.35965,50067.8407,11170.44161,33885.57778,28535.3513,0,1267.882981,0,5039.450003,1229.571354,821.25,254.5770187,767,0.960745596,0.323738358,0.087216949,0.289955862,0.045385321,0.075381001
0.0842,0.016615612,0.025560545,0.037499166,0.055492838,0.079173112,0.023217247,0.051260852,0.028192371,0.045473336,0.030293289,0.050085852,0.187886998,0.330712982,0.301739996,0.275136399,0.532480961,0.19238264,0.09256991,0.09256991,0.09256991,0.102879392,0.102879392,0.102879392,0.804550699,0.804550699,0.804550699,0.112343262,0.15315093,0.080715712,0.653790096,0.484955405,0.819846563,0,0.226088011,0.634487697,0.892121409,0.996824267,5039.528039,2815.9072,6559.462613,532.2477185,3320.934258,49620.72383,50004.13165,10935.98236,33897.30131,24623.39904,0,1229.555353,0,5039.528039,1218.264579,821.25,258.7454515,767,0.878382587,0.306214749,0.093778119,0.151662087,0.086196551,0.082498633
0.0812,0.01662304,0.025574541,0.037501888,0.055502612,0.079175999,0.02238806,0.048780488,0.031232725,0.036378669,0.02538274,0.039875614,0.225582007,0.215219385,0.313979315,0.260327358,0.54799381,0.191678832,0.133687972,0.133687972,0.133687972,0.077486843,0.077486843,0.077486843,0.788825184,0.788825184,0.788825184,0.097031866,0.173260974,0.076445066,0.653262093,0.488118859,0.822337369,0,0.222131924,0.637217146,0.89342024,0.998779759,4504.133334,2867.00375,6535.768509,575.8221852,3209.226921,43712.50148,50478.43903,10927.83628,33950.95635,26677.47239,0,1244.635951,0,4504.133334,1271.1744,821.25,257.3453845,767,0.95012769,0.355477898,0.20507792,0.262036665,0.000874184,0.056242304
0.0818,0.016646699,0.02557628,0.037504413,0.055581127,0.079211906,0.022940851,0.054981397,0.025428413,0.04588673,0.032968409,0.04550956,0.211481619,0.333695652,0.289228914,0.251753702,0.549199764,0.199046534,0.128135497,0.128135497,0.128135497,0.108880456,0.108880456,0.108880456,0.762984047,0.762984047,0.762984047,0.103246345,0.150211465,0.087931841,0.658610349,0.482454387,0.819840562,0,0.226334691,0.636956991,0.894853899,0.997266443,7361.511271,2765.651336,6173.929121,543.3528635,3080.318999,49140.32464,49891.80356,9840.056357,33961.55687,24184.0465,0,1233.859043,0,7361.511271,1287.635985,821.25,256.1055231,767,0.947803748,0.339526998,0.110015602,0.133545759,0.010678915,0.130164241
0.0797,0.016664481,0.025585001,0.037505908,0.055587663,0.079213486,0.024875622,0.051260852,0.032614704,0.045059942,0.03771101,0.036748972,0.297180898,0.243046456,0.407876283,0.255650818,0.537999406,0.206349776,0.09371354,0.09371354,0.09371354,0.124306647,0.124306647,0.124306647,0.781979813,0.781979813,0.781979813,0.119141991,0.151024503,0.086763251,0.643070255,0.481958316,0.818555293,0,0.227827293,0.634804229,0.895381559,0.997790679,6414.180875,2799.909623,6594.497285,532.2872473,3080.139979,54080.06024,49732.38299,9314.161534,33887.3818,29461.75714,0,1289.887071,0,6414.180875,1278.041392,821.25,254.5005268,767,0.91221962,0.36635318,0.109355747,0.225195751,0.005980076,0.081650699
0.0812,0.016675392,0.025619001,0.037509726,0.055600121,0.079289446,0.026810392,0.054154609,0.030403538,0.048780488,0.035609405,0.04235175,0.177566317,0.452155706,0.255804754,0.268901013,0.517953315,0.213145671,0.104461457,0.104461457,0.104461457,0.072403013,0.072403013,0.072403013,0.823135529,0.823135529,0.823135529,0.124593021,0.134230092,0.097101564,0.644075323,0.485679653,0.818951227,0,0.223419034,0.634161182,0.893467145,0.999062447,7852.102557,2769.065889,6137.168868,558.2437887,3138.963394,46278.08435,50024.46613,10964.87678,33876.01821,38231.27665,0,1208.54816,0,7852.102557,1269.876246,821.25,256.5109889,767,0.960430377,0.369539979,0.1354152,0.192825272,0.127247818,0.057913519
0.0793,0.016678926,0.025628821,0.037518721,0.055612904,0.079307866,0.019900498,0.053327821,0.028468767,0.042992972,0.036954687,0.061177531,0.221269237,0.295556807,0.318269234,0.242400624,0.567229696,0.19036968,0.118228108,0.118228108,0.118228108,0.112534933,0.112534933,0.112534933,0.769236959,0.769236959,0.769236959,0.127954861,0.125524836,0.063792828,0.682727475,0.481367541,0.818688693,0,0.223908225,0.635543999,0.892823515,0.99901431,7003.580593,2846.743215,6308.292539,548.3544411,3299.341464,46476.01476,50139.495,9288.94822,33930.79222,25398.5226,0,1293.957483,0,7003.580593,1263.819695,821.25,253.1221723,767,0.970063302,0.345569252,0.091084127,0.149893175,0.01256575,0.015443995
0.0774,0.016729956,0.025643585,0.037543041,0.055628716,0.079366649,0.020453289,0.048780488,0.027915976,0.045473336,0.032426808,0.042939323,0.199577104,0.315598387,0.267563765,0.264224474,0.544576621,0.191198905,0.137528159,0.137528159,0.137528159,0.086013447,0.086013447,0.086013447,0.776458394,0.776458394,0.776458394,0.14382145,0.15039847,0.073145442,0.632634639,0.485406436,0.820097585,0,0.225258137,0.639864357,0.891887767,0.997796154,5651.067702,2782.696725,6170.571275,544.2053421,3165.11608,43042.31131,50010.16013,9973.524758,33946.4389,25128.02868,0,1239.562769,0,5651.067702,1247.582856,821.25,256.5786275,767,0.966126547,0.372066705,0.251719547,0.195642157,0.024641831,0.016164553
0.0775,0.016732545,0.025645032,0.037569527,0.055642249,0.079374836,0.022940851,0.04588673,0.029297955,0.033484911,0.034712373,0.045806286,0.234332103,0.310026645,0.314512672,0.240841777,0.545542739,0.213615484,0.116973446,0.116973446,0.116973446,0.095372831,0.095372831,0.095372831,0.787653723,0.787653723,0.787653723,0.125008878,0.134348259,0.070335858,0.670307005,0.48706148,0.820422434,0,0.225879173,0.638831066,0.894030852,0.9971852,6979.634372,2823.906332,5822.818342,532.6452944,3444.735527,45618.37724,50206.97662,9503.766733,33881.53945,25799.60773,0,1271.549377,0,6979.634372,1220.087234,821.25,257.5150222,767,0.933976427,0.338885098,0.296160925,0.269381884,0.012921733,0.089395
0.0774,0.016740565,0.025663268,0.037573377,0.055659316,0.079375006,0.018242123,0.046300124,0.033720287,0.048780488,0.035880368,0.040357399,0.192641073,0.342975681,0.372145054,0.254871395,0.541701395,0.20342721,0.117130214,0.117130214,0.117130214,0.117434825,0.117434825,0.117434825,0.765434961,0.765434961,0.765434961,0.122527642,0.151728357,0.078633397,0.647110604,0.485453138,0.81939891,0,0.223204769,0.640852341,0.896714333,0.997822976,9872.555188,2845.602883,6225.994082,529.426142,3034.716409,43453.00816,49990.03343,10052.45787,33960.90521,33970.37371,0,1210.32325,0,9872.555188,1289.509171,821.25,254.1502405,767,0.94509419,0.328337789,0.111728033,0.21329788,0.016112223,0.015372183
0.077,0.016777613,0.025669473,0.037578544,0.05568174,0.079459677,0.023493643,0.055394791,0.02957435,0.039272427,0.036627893,0.037959599,0.200559216,0.302088774,0.283964836,0.247077163,0.568232702,0.184690135,0.099929628,0.099929628,0.099929628,0.083433824,0.083433824,0.083433824,0.816636548,0.816636548,0.816636548,0.110622935,0.146849046,0.081281239,0.66124678,0.482139182,0.820369495,0,0.222294441,0.637874681,0.893876614,0.998402057,9389.949344,2785.795093,6558.20724,577.8840328,2998.67274,49655.95332,50236.59386,10483.68666,33897.9489,24540.42725,0,1241.067083,0,9389.949344,1272.829962,821.25,258.4928434,767,0.895275403,0.377190208,0.112135311,0.22407823,0.065111838,0.020327292
0.0802,0.016784429,0.025686943,0.037583722,0.055723675,0.079530098,0.012714207,0.057875155,0.029297955,0.046300124,0.029461053,0.045977076,0.198989417,0.313868825,0.313479644,0.244738893,0.55458465,0.200676456,0.143354525,0.143354525,0.143354525,0.081879653,0.081879653,0.081879653,0.774765822,0.774765822,0.774765822,0.107972214,0.150777837,0.090933457,0.650316492,0.489782399,0.818872808,0,0.226928058,0.639708899,0.894572459,0.995017441,7918.598514,2665.135071,6131.72155,523.1555812,3537.189322,46202.36401,49744.40366,10235.98623,33853.85691,24935.50251,0,1290.815448,0,7918.598514,1297.294023,821.25,254.9844708,767,0.971554157,0.33086149,0.044223001,0.136963275,0.021593418,0.193151849
0.0853,0.016788061,0.025709327,0.037589961,0.055728936,0.079668182,0.020453289,0.057048367,0.031509121,0.045059942,0.03245462,0.050224555,0.206630135,0.304458065,0.285007072,0.24395947,0.582283277,0.173757253,0.115695664,0.115695664,0.115695664,0.067191626,0.067191626,0.067191626,0.817112709,0.817112709,0.817112709,0.107174876,0.143611219,0.07537302,0.673840885,0.482882485,0.820688018,0,0.224612897,0.637932229,0.893801883,0.996785827,9835.182095,2749.67586,6184.666398,518.483952,3251.6076,53474.81319,50152.76972,10513.95683,33902.06361,31857.86237,0,1299.244643,0,9835.182095,1208.315534,821.25,253.5911452,767,0.957517342,0.33134088,0.121324835,0.184808989,0.176760699,0.047002488
0.0771,0.01679107,0.025730697,0.037590026,0.055751995,0.079672378,0.018242123,0.055394791,0.030127142,0.042579578,0.034394006,0.048467996,0.202579327,0.422808248,0.248554552,0.251753702,0.57166973,0.176576568,0.125220387,0.125220387,0.125220387,0.096975717,0.096975717,0.096975717,0.777803896,0.777803896,0.777803896,0.1144216,0.148663641,0.066798426,0.670116334,0.487246634,0.822939632,0,0.224878062,0.637371882,0.890589687,0.99837356,4755.066541,2855.76093,6955.91116,565.5487788,3427.108492,46187.62568,49861.38353,10174.09189,33875.96883,28486.17131,0,1270.020749,0,4755.066541,1272.492073,821.25,252.5102827,767,0.943183821,0.380219543,0.061639742,0.138498467,0.069148915,0.0165953
0.0804,0.016801473,0.025778925,0.037591507,0.055756085,0.079695886,0.022664456,0.056634973,0.030127142,0.038445639,0.033577448,0.045172283,0.15362625,0.481730661,0.301419131,0.247856586,0.559836352,0.192307062,0.1110988,0.1110988,0.1110988,0.101881325,0.101881325,0.101881325,0.787019875,0.787019875,0.787019875,0.118817778,0.131763536,0.068703669,0.680715016,0.485942557,0.821333081,0,0.225118298,0.636065598,0.896309847,0.996985945,8913.762161,2757.500439,5510.277333,526.2383006,2885.449082,45751.23212,50283.7193,10044.38062,33911.356,26416.53899,0,1286.014624,0,8913.762161,1251.906082,821.25,254.175419,767,0.952043926,0.340095989,0.039551841,0.210797483,0.03344733,0.016975024
0.0793,0.016803245,0.025807053,0.037629653,0.055757419,0.079697501,0.02238806,0.052914427,0.032061913,0.043406366,0.030858555,0.048210031,0.224728623,0.440144408,0.270336552,0.244738893,0.549604698,0.205656409,0.120138325,0.120138325,0.120138325,0.088983403,0.088983403,0.088983403,0.790878271,0.790878271,0.790878271,0.122175393,0.141459218,0.075981981,0.660383409,0.483178291,0.819385437,0,0.225264813,0.636745234,0.893184279,0.994131444,10015.22788,2801.637206,6924.200729,545.3505522,3262.83423,41167.01078,50140.51623,10936.95204,33890.37773,25249.85949,0,1224.037092,0,10015.22788,1281.989855,821.25,257.8474383,767,0.968026304,0.390242169,0.07034707,0.189250177,0.006116998,0.029198433
0.0734,0.016809624,0.025818093,0.037632057,0.055780584,0.079714419,0.01381979,0.051260852,0.028192371,0.050847458,0.034358432,0.04343844,0.240121017,0.349819159,0.246927718,0.274356976,0.51481841,0.210824614,0.100648466,0.100648466,0.100648466,0.080763233,0.080763233,0.080763233,0.818588302,0.818588302,0.818588302,0.092766192,0.153719829,0.076816838,0.676697141,0.480218577,0.818861108,0,0.224464245,0.637140329,0.894490308,0.996431329,9034.248692,2884.996941,5734.065088,540.0510979,3171.538421,40363.46844,49993.41003,10609.21167,33925.81949,27983.75831,0,1249.975038,0,9034.248692,1289.820642,821.25,255.8495363,767,0.915794879,0.315145188,0.121626785,0.212237538,0.023310275,0.068576773
0.084,0.016821932,0.025840839,0.037635691,0.0557875,0.079723795,0.024875622,0.049607276,0.034549475,0.039272427,0.032976007,0.040742059,0.235170913,0.299988014,0.236201763,0.236165238,0.598742068,0.165092694,0.128730762,0.128730762,0.128730762,0.063802806,0.063802806,0.063802806,0.807466431,0.807466431,0.807466431,0.10986051,0.153307171,0.074445713,0.662386606,0.483591155,0.819594038,0,0.227981438,0.640708996,0.895266372,0.994464681,7851.984587,2814.372483,6490.41145,513.7079427,3455.804957,52379.33005,50080.38055,9956.300013,33864.96727,27185.08712,0,1257.982901,0,7851.984587,1237.550359,821.25,253.7967326,767,0.960721285,0.310530136,0.077006523,0.212326618,0.094520117,0.040258502
0.0776,0.016824787,0.025851031,0.037640603,0.055793575,0.079729027,0.021282477,0.053741215,0.028192371,0.038445639,0.025472563,0.049224373,0.152612567,0.304437017,0.279415295,0.249415433,0.561595255,0.188989313,0.099071738,0.099071738,0.099071738,0.118262956,0.118262956,0.118262956,0.782665306,0.782665306,0.782665306,0.093051287,0.146256386,0.081072023,0.679620305,0.483129285,0.821361394,0,0.224756839,0.634834558,0.891455684,0.997736684,4028.922327,2870.332233,6517.662936,546.1532512,3567.134753,45748.35984,50141.32135,10557.59648,33888.14157,24806.24638,0,1256.294428,0,4028.922327,1282.82803,821.25,257.4277784,767,0.945767519,0.36400688,0.072575079,0.12572262,0.059082747,0.024966423
0.0808,0.016827186,0.025859335,0.03764796,0.055797451,0.0797395,0.022111664,0.053327821,0.033443892,0.044233154,0.033329481,0.03605231,0.303333041,0.365369604,0.293780751,0.229929852,0.578904503,0.191165645,0.117829878,0.117829878,0.117829878,0.084794913,0.084794913,0.084794913,0.797375209,0.797375209,0.797375209,0.128667227,0.13033422,0.085008801,0.655989753,0.480476816,0.820911415,0,0.220566129,0.636188962,0.893058268,0.998556043,5208.168751,2739.218724,6227.784422,562.2364178,3271.851307,49735.86859,50035.00905,9888.406534,33885.75065,25715.87124,0,1283.056142,0,5208.168751,1258.976799,821.25,258.611797,767,0.981170632,0.328531642,0.110024629,0.272786723,0.000245154,0.049114258
0.08,0.01684073,0.025870949,0.037651252,0.055809668,0.079746874,0.020729685,0.057461761,0.025428413,0.044646548,0.028591181,0.052358005,0.1986536,0.443989126,0.246854481,0.233047545,0.592322875,0.17462958,0.1225254,0.1225254,0.1225254,0.096294051,0.096294051,0.096294051,0.781180548,0.781180548,0.781180548,0.090032797,0.138665695,0.083199992,0.688101516,0.484187525,0.819981924,0,0.221869931,0.636094138,0.893638026,0.994564658,7788.694671,2778.648523,6887.101716,562.3827245,3190.915339,51680.37793,50073.58312,10323.4328,33952.20226,26155.85469,0,1247.310619,0,7788.694671,1236.331896,821.25,254.8234485,767,0.919952587,0.398371552,0.041042222,0.204801208,0.032176282,0.003318332
0.0819,0.016843163,0.025886113,0.03765161,0.055812392,0.079806005,0.020453289,0.055394791,0.033443892,0.045473336,0.028752488,0.041852233,0.303057526,0.309239085,0.33998887,0.24395947,0.584215461,0.171825069,0.121199036,0.121199036,0.121199036,0.080856225,0.080856225,0.080856225,0.797944739,0.797944739,0.797944739,0.120291818,0.149493328,0.062071635,0.66814322,0.486854606,0.81928845,0,0.223474728,0.637148706,0.893646091,0.995871819,8691.303388,2962.259454,6419.810606,515.8220488,3433.88121,45564.81219,49964.55944,9172.636569,33913.33564,27669.51661,0,1301.065531,0,8691.303388,1275.713739,821.25,253.2115572,767,0.90987698,0.338972532,0.199199578,0.16344241,0.026071741,0.015694205
0.0731,0.016844356,0.02589359,0.037653761,0.055871152,0.079851538,0.019624102,0.047126912,0.029021559,0.050434064,0.03435505,0.040225054,0.244545119,0.29627315,0.25217796,0.257989088,0.580222215,0.161788697,0.137414991,0.137414991,0.137414991,0.09105029,0.09105029,0.09105029,0.771534718,0.771534718,0.771534718,0.115997851,0.127064698,0.100108769,0.656828682,0.481520894,0.819490503,0,0.223142736,0.637393733,0.89099273,0.99850335,8486.819573,2824.620859,6669.707214,539.8516708,3087.454394,47226.41238,50030.53141,9466.890163,33933.49396,27291.30164,0,1269.26566,0,8486.819573,1303.764709,821.25,256.8004153,767,0.922549566,0.312722198,0.09848891,0.311730071,0.018297984,0.021116668
0.0766,0.016850523,0.025903249,0.037660856,0.055899965,0.079873718,0.023493643,0.055394791,0.032338308,0.042579578,0.033427206,0.046671583,0.16692378,0.375628173,0.188714532,0.24395947,0.579153288,0.176887242,0.100934489,0.100934489,0.100934489,0.096850509,0.096850509,0.096850509,0.802215002,0.802215002,0.802215002,0.114520021,0.140926408,0.084638003,0.659915569,0.484025473,0.82266579,0,0.225196219,0.635637119,0.892154591,0.99625743,5476.639558,2838.854253,6775.425805,540.5104411,3126.279455,49602.5475,49921.12004,10872.41644,33951.45429,30215.56769,0,1287.068255,0,5476.639558,1273.343459,821.25,256.1574466,767,0.956009052,0.365246875,0.134031926,0.173028048,0.062093873,0.085401709
0.0804,0.016858741,0.025904678,0.037708389,0.055953337,0.079882208,0.024599226,0.04588673,0.033167496,0.046713518,0.035554964,0.041690487,0.207644867,0.292217138,0.179878828,0.250974279,0.556563631,0.19246209,0.098040808,0.098040808,0.098040808,0.075657752,0.075657752,0.075657752,0.82630144,0.82630144,0.82630144,0.135776337,0.137485399,0.079925196,0.646813068,0.483859726,0.82183664,0,0.22044363,0.636850147,0.892902919,0.997812162,3680.980695,2759.819502,6320.119437,558.5553042,3011.934312,49761.97859,50096.36394,10516.96496,33890.80446,28792.26294,0,1246.411925,0,3680.980695,1264.407271,821.25,253.4930376,767,0.923143483,0.292392147,0.152150169,0.123401054,0.007588006,0.086282325
0.0822,0.016862946,0.025913808,0.037709235,0.055960402,0.079901591,0.022111664,0.047540306,0.031509121,0.04588673,0.028843324,0.049345184,0.188225959,0.415097846,0.244079223,0.236165238,0.581606445,0.182228317,0.140517446,0.140517446,0.140517446,0.078444525,0.078444525,0.078444525,0.781038029,0.781038029,0.781038029,0.12536482,0.148399024,0.081344735,0.644891421,0.484017716,0.819786101,0,0.22701984,0.639046055,0.89350458,0.995608848,8928.26593,2872.512878,7043.337214,554.8420844,3062.20798,46777.1855,50052.51446,9757.442285,33908.24801,32399.63487,0,1230.69003,0,8928.26593,1218.777525,821.25,253.0987221,767,0.949167374,0.312045828,0.07437356,0.306089962,0.077328335,0.008539328
0.0827,0.016875721,0.025929692,0.037763087,0.055965909,0.079921111,0.024046434,0.058701943,0.026810392,0.054981397,0.028633374,0.036132288,0.157174504,0.332250683,0.224246303,0.234606391,0.551199415,0.214194193,0.120818727,0.120818727,0.120818727,0.102676502,0.102676502,0.102676502,0.776504771,0.776504771,0.776504771,0.110452788,0.15546224,0.079367984,0.654716988,0.482370493,0.820135293,0,0.226197366,0.634134153,0.89358273,0.99890926,6479.631421,2813.351031,5795.638481,561.5025409,3336.145791,45846.89838,50070.03626,10138.41702,33893.08324,30132.69724,0,1326.085388,0,6479.631421,1256.153902,821.25,257.187159,767,0.966464601,0.31235244,0.109548597,0.165883873,0.083522044,0.053096361
0.0821,0.016897701,0.025933113,0.037800831,0.055988415,0.079943608,0.020176893,0.0479537,0.025428413,0.053741215,0.026206884,0.058313033,0.183329746,0.386188498,0.206748206,0.244738893,0.559068017,0.196193089,0.178383972,0.178383972,0.178383972,0.078042478,0.078042478,0.078042478,0.743573549,0.743573549,0.743573549,0.106264981,0.136131048,0.07060717,0.686996801,0.488084456,0.818490761,0,0.231241421,0.635094168,0.894616847,0.99993008,5719.654478,2869.954736,6257.670723,561.702348,3143.394994,44556.31086,50072.55145,11241.98363,33919.56481,26641.02546,0,1249.132962,0,5719.654478,1245.021672,821.25,253.0214705,767,0.913931394,0.341245457,0.111871683,0.224874306,0.010846755,0.009245919
0.0788,0.016899726,0.025934613,0.037802142,0.056005719,0.079953487,0.023770039,0.051674246,0.029850746,0.038859033,0.02861993,0.051293434,0.161060623,0.357344719,0.265984792,0.254091972,0.537713423,0.208194605,0.100549774,0.100549774,0.100549774,0.089937409,0.089937409,0.089937409,0.809512817,0.809512817,0.809512817,0.113821984,0.124257706,0.082596033,0.679324276,0.485729364,0.82009959,0,0.229607566,0.636121179,0.894930642,0.99644014,5061.283394,2858.878904,5821.196618,545.4473592,2988.030309,48132.44974,50170.60833,9969.324747,33940.86641,26516.92283,0,1325.714774,0,5061.283394,1251.62477,821.25,254.480603,767,0.958419826,0.288391459,0.012087974,0.19609474,0.04353854,0.010240981
0.0705,0.016911122,0.025948213,0.037811759,0.056014876,0.079963277,0.019624102,0.058288549,0.028745163,0.044646548,0.033625148,0.047712883,0.218274127,0.386554888,0.46239393,0.247856586,0.558887262,0.193256152,0.1061928,0.1061928,0.1061928,0.090390536,0.090390536,0.090390536,0.803416664,0.803416664,0.803416664,0.12097971,0.122948389,0.07201588,0.68405602,0.48330335,0.821548966,0,0.22799522,0.640533745,0.893927344,0.994762638,3658.542178,2940.513488,5851.585822,523.9342263,3588.097425,43765.45164,50033.45994,10416.59245,33870.86447,26602.71615,0,1212.231054,0,3658.542178,1220.027221,821.25,255.686056,767,0.908408893,0.340773321,0.080042115,0.173738797,0.00330163,0.095225674
0.0802,0.016912976,0.02594924,0.037818173,0.056016883,0.080008301,0.019624102,0.048780488,0.026533997,0.049193882,0.031578918,0.046388478,0.185395785,0.390248639,0.296026362,0.253312549,0.539866008,0.206821444,0.131178846,0.131178846,0.131178846,0.102937762,0.102937762,0.102937762,0.765883393,0.765883393,0.765883393,0.128677214,0.160704155,0.08141499,0.629203641,0.481396062,0.821587596,0,0.229327537,0.638336217,0.893335254,0.997081875,4481.717342,2947.344302,6665.417199,544.2398165,3520.223976,49114.89565,50284.2643,9767.492233,33861.68048,33257.77601,0,1260.327406,0,4481.717342,1265.859303,821.25,258.5861181,767,0.958912084,0.344585731,0.052866428,0.158863833,0.000870078,0.068504668
0.0801,0.016920852,0.025951706,0.037834086,0.056023984,0.080033539,0.017689331,0.048367094,0.025152018,0.035965275,0.03315797,0.049031633,0.178217384,0.39257558,0.332647594,0.236165238,0.555883215,0.207951547,0.134828853,0.134828853,0.134828853,0.08510785,0.08510785,0.08510785,0.780063297,0.780063297,0.780063297,0.103152173,0.140052978,0.077850238,0.678944611,0.479365117,0.82084041,0,0.223002753,0.638489634,0.891093111,0.998495395,5246.764943,2863.58664,6168.94652,512.3213467,3261.713389,47622.73553,50042.81893,10964.56814,33926.94294,29044.64842,0,1276.013011,0,5246.764943,1203.241477,821.25,258.863813,767,0.961902414,0.338824518,0.104289784,0.216754065,0.055504602,0.025088409
0.0765,0.016937086,0.025960816,0.037837834,0.056027922,0.080071028,0.026533997,0.054981397,0.031785517,0.050847458,0.032920068,0.038643935,0.232014664,0.371997799,0.297874623,0.21979735,0.579192024,0.201010627,0.128140713,0.128140713,0.128140713,0.108434303,0.108434303,0.108434303,0.763424984,0.763424984,0.763424984,0.112920841,0.128148706,0.070330564,0.688599889,0.484112678,0.822206569,0,0.224479379,0.640814971,0.891995539,0.996433017,8069.30436,2770.655183,6231.217473,532.3039766,3109.611796,45933.27775,49959.94995,10281.76478,33927.54711,28492.23472,0,1238.784276,0,8069.30436,1227.472121,821.25,254.3167516,767,0.939966395,0.358738567,0.149590807,0.226186598,0.006638572,0.057292335
0.0769,0.016957007,0.025986544,0.037845935,0.056042632,0.080087673,0.024599226,0.050434064,0.031785517,0.038032245,0.025248315,0.047240758,0.270612462,0.306695354,0.212561691,0.242400624,0.543337763,0.214261613,0.134573611,0.134573611,0.134573611,0.068656051,0.068656051,0.068656051,0.796770338,0.796770338,0.796770338,0.136103201,0.132158936,0.063002604,0.668735258,0.485133582,0.823066578,0,0.228041195,0.63651474,0.893912458,0.994200695,6800.493565,2923.314088,5857.312406,520.5505772,3347.262622,43738.25959,50478.33113,9813.139615,33826.33279,26470.78821,0,1272.225038,0,6800.493565,1280.334178,821.25,253.7769232,767,0.91470788,0.296978735,0.13155956,0.200321637,0.176404184,0.088824105
0.0854,0.016958153,0.02602023,0.037855328,0.05604722,0.080120483,0.02238806,0.049607276,0.030403538,0.043406366,0.03477599,0.047513411,0.277151075,0.405623257,0.267610651,0.247077163,0.558590122,0.194332715,0.099884597,0.099884597,0.099884597,0.081795552,0.081795552,0.081795552,0.81831985,0.81831985,0.81831985,0.12764863,0.154444646,0.085759607,0.632147118,0.483370184,0.820260408,0,0.22512074,0.636035875,0.89406085,0.99621348,8095.807802,2858.737948,6198.942345,555.143604,3359.483386,52720.70495,50187.42149,10721.80145,33916.32239,29525.02891,0,1228.720096,0,8095.807802,1244.139286,821.25,258.8606344,767,0.924543676,0.380361331,0.149850781,0.279490145,0.090510375,0.083640239
0.0762,0.016976332,0.026033116,0.037857577,0.056077235,0.080130242,0.022111664,0.056634973,0.025981205,0.040099215,0.033097603,0.035764019,0.239158031,0.288376881,0.246469886,0.247077163,0.567141479,0.185781358,0.097932343,0.097932343,0.097932343,0.080637928,0.080637928,0.080637928,0.821429729,0.821429729,0.821429729,0.116397439,0.122335081,0.0910239,0.67024358,0.479578209,0.819356363,0,0.224104215,0.636896441,0.894150375,0.997229243,11316.66456,2844.20936,6513.456082,508.3851043,3425.170166,48604.7477,49644.56684,8927.020827,33930.09435,28714.91296,0,1261.068839,0,11316.66456,1240.516323,821.25,254.1769759,767,0.939368239,0.314239417,0.128623967,0.188215651,0.047163334,0.036962479
